Unnamed: 0,SMS,Result,MLP,MLP_tuned,NaiveBayes,TensorFlow,TinyBert
24,Ffffffffff. Alright no way I can meet up with you sooner?,ham,ham,ham,ham,ham,ham
4291,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",ham,ham,ham,ham,ham,ham
2204,soon you will have the real thing princess! Do i make you wet? :),ham,ham,ham,ham,ham,ham
3638,You know what hook up means right?,ham,ham,ham,ham,ham,ham
1956,"Aight I'll grab something to eat too, text me when you're back at mu",ham,ham,ham,ham,ham,ham
4624,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",ham,ham,ham,ham,ham,ham
4966,"A few people are at the game, I'm at the mall with iouri and kaila",ham,ham,ham,ham,ham,ham
3098,"Yo, you at jp and hungry like a mofo?",ham,ham,ham,ham,ham,ham
838,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",ham,ham,ham,ham,ham,ham
1610,You all ready for * big day tomorrow?,ham,ham,ham,spam,ham,ham
1952,Haha... Really oh no... How? Then will they deduct your lesson tmr?,ham,ham,ham,ham,ham,ham
138,No no. I will check all rooms befor activities,ham,ham,ham,ham,ham,ham
2473,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",spam,spam,spam,spam,spam,spam
886,Gibbs unsold.mike hussey,ham,ham,ham,ham,ham,ham
4824,:-) :-),ham,ham,ham,spam,ham,ham
2243,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,ham,ham,ham,ham,ham,ham
3194,I will lick up every drop :) are you ready to use your mouth as well?,ham,ham,ham,ham,ham,ham
3124,He telling not to tell any one. If so treat for me hi hi hi,ham,ham,ham,ham,ham,ham
1083,Send to someone else :-),ham,ham,ham,spam,ham,ham
546,Then any special there?,ham,ham,ham,spam,ham,ham
2333,We are both fine. Thanks,ham,ham,ham,ham,ham,ham
547,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,ham,ham,ham,ham,ham,ham
3115,Yes watching footie but worried we're going to blow it - Phil Neville?,ham,ham,ham,ham,ham,ham
1903,My sister got placed in birla soft da:-),ham,ham,ham,ham,ham,ham
3121,Good evening! this is roger. How are you?,ham,ham,ham,ham,ham,ham
5277,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",ham,ham,ham,ham,ham,ham
1969,2 laptop... I noe infra but too slow lar... I wan fast one,ham,ham,ham,ham,ham,ham
3539,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,ham,ham,ham,ham,spam,ham
4060,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP,spam,spam,spam,spam,spam,spam
5252,You do your studies alone without anyones help. If you cant no need to study.,ham,ham,ham,ham,ham,ham
5512,"Just making dinner, you ?",ham,ham,ham,ham,ham,ham
414,Bring home some Wendy =D,ham,ham,ham,ham,ham,ham
5278,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,spam,spam,spam,spam,spam,spam
422,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,spam,spam,spam,spam,spam,spam
3737,Hows the street where the end of library walk is?,ham,ham,ham,ham,ham,ham
5290,Dear where you. Call me,ham,ham,ham,spam,ham,ham
3261,I'm always looking for an excuse to be in the city.,ham,ham,ham,ham,ham,ham
4111,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",ham,ham,ham,ham,ham,ham
3563,Still chance there. If you search hard you will get it..let have a try :),ham,ham,ham,spam,ham,ham
1314,How abt making some of the pics bigger?,ham,ham,ham,ham,ham,ham
1014,Just buy a pizza. Meat lovers or supreme. U get to pick.,ham,ham,ham,ham,ham,ham
168,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",ham,ham,ham,ham,ham,ham
738,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,spam,spam,spam,spam,spam,spam
5336,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,ham,ham,ham,ham,ham,ham
3955,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,ham,ham,ham,ham,ham,ham
382,"Yeah sure, give me a couple minutes to track down my wallet",ham,ham,ham,ham,ham,ham
2127,You do got a shitload of diamonds though,ham,ham,ham,ham,ham,ham
5200,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,spam,spam,spam,spam,spam,spam
3006,Ew are you one of them?,ham,ham,ham,spam,ham,ham
5195,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,ham,ham,ham,ham,ham,ham
4080,O i played smash bros  &lt;#&gt;  religiously.,ham,ham,ham,ham,ham,ham
4866,I'm really sorry I lit your hair on fire,ham,ham,ham,ham,ham,ham
4196,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",spam,spam,spam,spam,spam,spam
4881,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,ham,ham,ham,ham,ham,ham
1863,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",ham,ham,ham,ham,ham,ham
3731,"I guess you could be as good an excuse as any, lol.",ham,ham,ham,ham,ham,ham
2002,Idea will soon get converted to live:),ham,ham,ham,ham,ham,ham
2652,"Text me when you get off, don't call, my phones having problems",ham,ham,ham,ham,ham,ham
3981,ringtoneking 84484,spam,ham,ham,spam,ham,spam
2247,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",spam,ham,ham,ham,spam,ham
3720,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",spam,spam,spam,spam,spam,spam
4489,Call me when you get the chance plz &lt;3,ham,ham,ham,ham,ham,ham
2916,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,ham,ham,ham,ham,ham,ham
395,Pick you up bout 7.30ish? What time are  and that going?,ham,ham,ham,ham,ham,ham
4506,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,spam,spam,spam,ham,spam,spam
3238,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,ham,ham,ham,ham,ham,ham
3510,Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,ham,ham,ham,ham,ham,ham
5068,83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,spam,spam,spam,spam,spam,spam
5359,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,ham,ham,ham,ham,ham,ham
1995,Have you been practising your curtsey?,ham,ham,ham,spam,ham,ham
3156,Ok...,ham,ham,ham,spam,ham,ham
880,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,spam,spam,spam,spam,spam,spam
615,I called and said all to him:)then he have to choose this future.,ham,ham,ham,ham,ham,ham
4872,Well. You know what i mean. Texting,ham,ham,ham,ham,ham,ham
5188,Okie,ham,ham,ham,ham,ham,ham
3712,"Sorry pa, i dont knw who ru pa?",ham,ham,ham,ham,ham,ham
2045,I can send you a pic if you like :),ham,ham,ham,spam,ham,ham
2302,"&lt;#&gt; , that's all? Guess that's easy enough",ham,ham,ham,ham,ham,ham
1940,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB,spam,ham,ham,ham,spam,spam
5488,K. I will sent it again,ham,ham,ham,spam,ham,ham
1008,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,ham,ham,ham,ham,ham,ham
3432,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,ham,ham,ham,ham,ham,ham
5105,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,ham,ham,ham,ham,ham,ham
264,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,spam,spam,spam,spam,spam,spam
5556,Yes i have. So that's why u texted. Pshew...missing you so much,ham,ham,ham,ham,ham,ham
263,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,ham,ham,ham,ham,ham,spam
5072,As in different styles?,ham,ham,ham,ham,ham,ham
1344,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,ham,ham,ham,ham,ham,ham
4933,Match started.india  &lt;#&gt;  for 2,ham,ham,ham,ham,ham,ham
719,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,spam,spam,spam,spam,spam,spam
2016,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time ,ham,ham,ham,ham,ham,ham
2953,Tell me whos this pls:-),ham,ham,ham,spam,ham,ham
3660,Wait.i will come out.. &lt;#&gt;  min:),ham,ham,ham,ham,ham,ham
4163,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,ham,ham,ham,ham,ham,ham
4508,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?,ham,ham,ham,ham,ham,ham
2463,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",ham,ham,ham,ham,ham,ham
2826,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",spam,spam,spam,spam,spam,spam
3760,"GOD ASKED, ""What is forgiveness?"" A little child gave lovely reply, ""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......",ham,ham,ham,ham,ham,ham
4580,No plans yet. What are you doing ?,ham,ham,ham,ham,ham,ham
1663,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL,spam,ham,ham,ham,spam,spam
1250,"I call you later, don't have network. If urgnt, sms me.",ham,ham,ham,ham,ham,ham
3527,"HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X",ham,ham,ham,ham,ham,spam
4704,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,ham,ham,ham,ham,ham,ham
2155,Oh god i am happy to see your message after 3 days,ham,ham,ham,spam,ham,ham
453,K:)k:)what are detail you want to transfer?acc no enough?,ham,ham,ham,ham,ham,ham
2200,Not sure I have the stomach for it ...,ham,ham,ham,ham,ham,ham
2064,"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",spam,spam,spam,spam,spam,spam
1570,I dont have that much image in class.,ham,ham,ham,ham,ham,ham
919,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,ham,ham,ham,ham,ham,ham
4357,Great. So should i send you my account number.,ham,ham,ham,spam,ham,ham
586,Tell them u have a headache and just want to use 1 hour of sick time.,ham,ham,ham,ham,ham,ham
5030,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),spam,spam,spam,spam,spam,spam
1954,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,ham,ham,ham,ham,ham,ham
2510,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",ham,ham,ham,ham,ham,ham
3570,She's fine. Sends her greetings,ham,ham,ham,ham,ham,ham
3193,Is ur paper today in e morn or aft?,ham,ham,ham,ham,ham,ham
1251,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ham,ham,ham,ham,ham,ham
837,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,spam,spam,spam,spam,spam,spam
2820,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,ham,ham,ham,ham,ham,ham
3642,"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)",spam,spam,spam,spam,spam,spam
1779,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",ham,ham,ham,ham,ham,ham
5269,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",spam,spam,spam,spam,spam,spam
2839,Were trying to find a Chinese food place around here,ham,ham,ham,ham,ham,ham
1470,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",ham,ham,ham,ham,ham,ham
399,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",ham,ham,ham,ham,ham,ham
2381,"If i let you do this, i want you in the house by 8am.",ham,ham,ham,ham,ham,ham
5541,Yeah it's jus rite...,ham,ham,ham,ham,ham,ham
2420,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,spam,spam,spam,spam,spam,spam
2213,"This is one of the days you have a billion classes, right?",ham,ham,ham,ham,ham,ham
2527,Do u noe how 2 send files between 2 computers?,ham,ham,ham,ham,ham,ham
270,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,spam,spam,spam,spam,spam,ham
2070,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",spam,spam,spam,spam,spam,spam
2769,I am on the way to ur home,ham,ham,ham,spam,ham,ham
3704,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",ham,ham,ham,ham,ham,ham
1715,Yeah I don't see why not,ham,ham,ham,spam,ham,ham
2861,I want to be there so i can kiss you and feel you next to me,ham,ham,ham,ham,ham,ham
2395,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,ham,ham,ham,ham,ham,ham
1509,Sounds like something that someone testing me would sayy,ham,ham,ham,ham,ham,ham
2255,Ok. Me watching tv too.,ham,ham,ham,ham,ham,ham
5315,Hahaha..use your brain dear,ham,ham,ham,ham,ham,ham
2777,Send me your id and password,ham,ham,ham,spam,ham,ham
1408,Then we gotta do it after that,ham,ham,ham,ham,ham,ham
3707,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),ham,ham,ham,ham,ham,ham
3545,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,ham,ham,ham,ham,ham,ham
2873,See you there! ,ham,ham,ham,spam,ham,ham
4588,"I'll see if I can swing by in a bit, got some things to take care of here firsg",ham,ham,ham,ham,ham,ham
1258,Am also doing in cbe only. But have to pay.,ham,ham,ham,ham,ham,ham
2383,I will reach before ten morning,ham,ham,ham,ham,ham,ham
1335,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",ham,ham,ham,ham,ham,ham
2844,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",ham,ham,ham,ham,ham,ham
1202,I know she called me,ham,ham,ham,ham,ham,ham
2951,Where are you ? You said you would be here when I woke ... :-(,ham,ham,ham,ham,ham,ham
809,I am taking half day leave bec i am not well,ham,ham,ham,ham,ham,ham
3395,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,ham,ham,ham,ham,ham,ham
2366,Ok try to do week end course in coimbatore.,ham,ham,ham,ham,ham,ham
2274,Cold. Dont be sad dear,ham,ham,ham,ham,ham,ham
4925,We can go 4 e normal pilates after our intro...  ,ham,ham,ham,ham,ham,ham
2503,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",ham,ham,ham,ham,ham,ham
1367,Bbq this sat at mine from 6ish. Ur welcome 2 come,ham,ham,ham,ham,ham,ham
1521,"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",spam,spam,spam,spam,spam,spam
2863,Adult 18 Content Your video will be with you shortly,spam,spam,spam,spam,spam,ham
5244,thanks for the temales it was wonderful. Thank. Have a great week.,ham,ham,ham,ham,ham,ham
1266,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",ham,ham,ham,ham,ham,spam
1418,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,ham,ham,ham,ham,ham,ham
5384,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X,ham,ham,ham,ham,ham,ham
5495,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...",ham,ham,ham,ham,ham,ham
2832,Thanx 4 sending me home...,ham,ham,ham,ham,ham,ham
695,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,ham,ham,ham,ham,ham,ham
2385,"Sorry, I'll call later",ham,ham,ham,ham,ham,ham
4274,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",ham,ham,ham,ham,ham,ham
3763,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam,spam,spam,spam,spam,spam
1341,Might ax well im there.,ham,ham,ham,ham,ham,ham
4062,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",ham,ham,ham,ham,ham,ham
3165,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",ham,ham,ham,ham,ham,ham
5026,I was gonna ask you lol but i think its at 7,ham,ham,ham,ham,ham,ham
1723,Thought praps you meant another one. Goodo! I'll look tomorrow ,ham,ham,ham,ham,ham,ham
3247,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",ham,ham,ham,ham,spam,ham
4523,DO U WANT 2 MEET UP 2MORRO,ham,ham,ham,spam,ham,ham
1701,Please ask mummy to call father,ham,ham,ham,ham,ham,ham
188,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam,spam,spam,spam,spam,spam
604,Be happy there. I will come after noon,ham,ham,ham,ham,ham,ham
3529,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",spam,spam,spam,spam,spam,spam
1553,U too...,ham,ham,ham,spam,ham,ham
2942,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,ham,ham,ham,ham,ham,ham
353,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",ham,ham,ham,ham,ham,ham
665,Yes baby! We can study all the positions of the kama sutra ;),ham,ham,ham,ham,ham,ham
2661,Want to finally have lunch today?,ham,ham,ham,ham,ham,ham
609,Neva mind it's ok..,ham,ham,ham,ham,ham,ham
4590,Have you not finished work yet or something?,ham,ham,ham,ham,ham,ham
4801,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",ham,ham,ham,ham,ham,ham
534,I'll be late...,ham,ham,ham,spam,ham,ham
2005,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",ham,ham,ham,ham,ham,ham
265,Why you Dint come with us.,ham,ham,ham,ham,ham,ham
745,Men like shorter ladies. Gaze up into his eyes.,ham,ham,ham,ham,ham,ham
4128,"Sorry, I'll call later",ham,ham,ham,ham,ham,ham
2496,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,spam,spam,spam,spam,spam,spam
1026,I have a sore throat. It's scratches when I talk,ham,ham,ham,ham,ham,ham
1269,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,spam,ham,ham,ham,spam,spam
4910,Will do. Have a good day,ham,ham,ham,spam,ham,ham
3500,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,ham,ham,ham,ham,ham,ham
3450,Sorry. || mail? || ,ham,ham,ham,ham,ham,ham
5267,Anything lar then ü not going home 4 dinner?,ham,ham,ham,ham,ham,ham
3590,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,ham,ham,ham,ham,ham,ham
156,Aaooooright are you at work?,ham,ham,ham,spam,ham,ham
3075,Don know. I did't msg him recently.,ham,ham,ham,spam,ham,ham
3957,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) ,ham,ham,ham,ham,ham,ham
1229,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,spam,spam,spam,spam,spam,spam
1901,And miss vday the parachute and double coins??? U must not know me very well...,ham,ham,ham,ham,ham,ham
4098,i am going to bed now prin,ham,ham,ham,ham,ham,ham
4254,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,ham,ham,ham,ham,ham,ham
1908,ELLO BABE U OK?,ham,ham,ham,spam,ham,ham
1947,Hey we can go jazz power yoga hip hop kb and yogasana ,ham,ham,ham,ham,ham,ham
3910,Serious? What like proper tongued her,ham,ham,ham,ham,ham,ham
3288,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",ham,ham,ham,ham,ham,ham
481,"Almost there, see u in a sec",ham,ham,ham,ham,ham,ham
3966,Love you aathi..love u lot..,ham,ham,ham,ham,ham,ham
5327,Wishing you a wonderful week.,ham,ham,ham,ham,ham,ham
1943,K...k:)why cant you come here and search job:),ham,ham,ham,ham,ham,ham
3391,Please CALL 08712402972 immediately as there is an urgent message waiting for you,spam,spam,spam,spam,spam,spam
7,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham,ham,ham,ham,ham,ham
4028,"Yes, princess. Are you going to make me moan?",ham,ham,ham,ham,ham,ham
4999,Can you talk with me..,ham,ham,ham,spam,ham,ham
2707,S now only i took tablets . Reaction morning only.,ham,ham,ham,ham,ham,ham
1797,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",ham,ham,ham,ham,ham,ham
1353,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,ham,ham,ham,ham,ham,spam
4985,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,spam,spam,spam,spam,spam,spam
2978,"Ok omw now, you at castor?",ham,ham,ham,ham,ham,ham
5562,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,ham,ham,ham,ham,ham,ham
3525,Yeah that'd pretty much be the best case scenario,ham,ham,ham,ham,ham,ham
2980,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",spam,spam,spam,spam,spam,spam
81,K. Did you call me just now ah? ,ham,ham,ham,ham,ham,ham
772,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? ,ham,ham,ham,ham,ham,ham
5110,You have 1 new message. Please call 08715205273,spam,spam,spam,spam,spam,spam
5314,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50,spam,spam,spam,spam,spam,spam
1587,There are no other charges after transfer charges and you can withdraw anyhow you like,ham,ham,ham,ham,ham,ham
1531,I think chennai well settled?,ham,ham,ham,ham,ham,ham
4835,I hope your pee burns tonite.,ham,ham,ham,ham,ham,ham
2671,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,ham,ham,ham,ham,ham,ham
4656,Our Prasanth ettans mother passed away last night. Just pray for her and family.,ham,ham,ham,ham,ham,ham
4774,Ok then u tell me wat time u coming later lor.,ham,ham,ham,ham,ham,ham
3659,R u here yet? I'm wearing blue shirt n black pants.,ham,ham,ham,ham,ham,ham
2141,After the drug she will be able to eat.,ham,ham,ham,ham,ham,ham
5018,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,spam,spam,spam,spam,spam,spam
3783,How r ü going to send it to me?,ham,ham,ham,spam,ham,ham
3621,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,ham,ham,ham,ham,ham,ham
5048,Hmmm.still we dont have opener?,ham,ham,ham,ham,ham,ham
3370,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,ham,ham,ham,ham,ham,ham
